,notebook,replicate,fitness-advantage,generation,prevalence,annotation
0,gene-selection-inference,4,0.0,0,0,2
1,gene-selection-inference,4,0.0,1,0,3
2,gene-selection-inference,4,0.0,2,0,3
3,gene-selection-inference,4,0.0,3,0,3
4,gene-selection-inference,4,0.0,4,0,3
5,gene-selection-inference,4,0.0,5,0,3
6,gene-selection-inference,4,0.0,6,0,3
7,gene-selection-inference,4,0.0,7,0,4
8,gene-selection-inference,4,0.0,8,0,4
9,gene-selection-inference,4,0.0,9,0,3
10,gene-selection-inference,4,0.0,10,0,3
11,gene-selection-inference,4,0.0,11,0,4
12,gene-selection-inference,4,0.0,12,0,3
13,gene-selection-inference,4,0.0,13,0,2
14,gene-selection-inference,4,0.0,14,0,4
15,gene-selection-inference,4,0.0,15,0,4
16,gene-selection-inference,4,0.0,16,0,4
17,gene-selection-inference,4,0.0,17,0,8
18,gene-selection-inference,4,0.0,18,0,9
19,gene-selection-inference,4,0.0,19,0,11
20,gene-selection-inference,4,0.0,20,0,10
21,gene-selection-inference,4,0.0,21,0,12
22,gene-selection-inference,4,0.0,22,0,13
23,gene-selection-inference,4,0.0,23,0,9
24,gene-selection-inference,4,0.0,24,0,9
25,gene-selection-inference,4,0.0,25,0,11
26,gene-selection-inference,4,0.0,26,0,14
27,gene-selection-inference,4,0.0,27,0,17
28,gene-selection-inference,4,0.0,28,0,13
29,gene-selection-inference,4,0.0,29,0,3
30,gene-selection-inference,4,0.0,30,0,4
31,gene-selection-inference,4,0.0,31,0,5
32,gene-selection-inference,4,0.0,32,0,6
33,gene-selection-inference,4,0.0,33,0,6
34,gene-selection-inference,4,0.0,34,0,6
35,gene-selection-inference,4,0.0,35,0,5
36,gene-selection-inference,4,0.0,36,0,5
37,gene-selection-inference,4,0.0,37,0,4
38,gene-selection-inference,4,0.0,38,0,5
39,gene-selection-inference,4,0.0,39,0,7
40,gene-selection-inference,4,0.0,40,0,9
41,gene-selection-inference,4,0.0,41,0,10
42,gene-selection-inference,4,0.0,42,0,10
